Company,Location HQ,Industry,# Laid Off,Date,Source,$ Raised (mm),Stage,Date Added,Country,%,List of Employees Laid Off
Kenoby,"Sao Paulo,Non-U.S.",Recruiting,18,2020-04-08T00:00:00.000Z,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",23,Unknown,2020-04-12T06:37:34.000Z,Brazil,0.16,
Connected,"Toronto,Non-U.S.",Product,17,2020-04-08T00:00:00.000Z,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,,Unknown,2020-04-11T06:09:33.000Z,Canada,0.1,
GetNinjas,"Sao Paulo,Non-U.S.",Consumer,11,2020-04-08T00:00:00.000Z,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",16,Series B,2020-04-12T06:41:02.000Z,Brazil,0.1,
Spyce,Boston,Food,4,2020-04-08T00:00:00.000Z,https://www.americaninno.com/boston/inno-news-boston/robotic-kitchen-spyce-lays-off-staff-amid-coronavirus-crisis/,26,Series A,2020-04-08T23:49:19.000Z,United States,0.12,
Creditas,"Sao Paulo,Non-U.S.",Finance,,2020-04-08T00:00:00.000Z,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",314,Series D,2020-04-12T06:39:41.000Z,Brazil,0.06,
Lytics,Portland,Marketing,,2020-04-08T00:00:00.000Z,Internal memo,58,Series C,2020-06-02T03:58:18.000Z,United States,,
RedDoorz,"Singapore,Non-U.S.",Travel,,2020-04-08T00:00:00.000Z,https://www.techinasia.com/airy-cease-operations,134,Series C,2020-05-10T20:57:00.000Z,Singapore,0.1,
Slice Labs,New York City,Finance,,2020-04-08T00:00:00.000Z,LinkedIn,35,Series A,2020-04-12T06:52:44.000Z,United States,,
TechAdvance,"Lagos,Non-U.S.",Finance,,2020-04-08T00:00:00.000Z,https://twitter.com/pyjama_ceo/status/1247881029349543941,1,Unknown,2020-05-15T04:08:58.000Z,Nigeria,,
Zola,New York City,Retail,,2020-04-08T00:00:00.000Z,https://www.fastcompany.com/90488160/as-covid-19-kills-wedding-plans-zola-cuts-salaries-and-lays-off-20-of-staff,140,Series D,2020-04-08T23:58:29.000Z,United States,0.2,
Toast,Boston,Food,1300,2020-04-07T00:00:00.000Z,https://layoffs.fyi/2020/04/10/toast-cuts-1300-employees/,902,Series F,2020-04-07T21:23:31.000Z,United States,0.5,
ezCater,Boston,Food,400,2020-04-07T00:00:00.000Z,https://www.axios.com/ezcater-corporate-catering-unicorn-lays-off-hundreds-084d76ff-45fc-4011-8121-e938924e3819.html,319,Series D,2020-04-07T22:55:49.000Z,United States,0.44,
Sage Therapeutics,Boston,Healthcare,340,2020-04-07T00:00:00.000Z," https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/",438,Post-IPO,2020-04-08T22:22:07.000Z,United States,0.53,
Redfin,Seattle,Real Estate,236,2020-04-07T00:00:00.000Z,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,319,Post-IPO,2020-04-07T21:49:36.000Z,United States,0.07,
Branch Metrics,SF Bay Area,Marketing,100,2020-04-07T00:00:00.000Z,https://news.crunchbase.com/news/branch-metrics-lays-off-20-percent-of-employees/,367,Series E,2020-04-09T21:50:48.000Z,United States,0.2,
Newfront Insurance,SF Bay Area,Finance,94,2020-04-07T00:00:00.000Z,https://layoffs.fyi/2020/06/15/newfront-insurance-layoff-list-released/,,Unknown,2020-04-08T05:54:37.000Z,United States,,
Ibotta,Denver,Retail,87,2020-04-07T00:00:00.000Z,https://businessden.com/2020/04/14/rebate-app-ibotta-cuts-15-percent-of-staff/,85,Series D,2020-04-12T06:44:26.000Z,United States,0.15,
Virta Health,SF Bay Area,Healthcare,65,2020-04-07T00:00:00.000Z,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,175,Series C,2020-04-07T23:40:13.000Z,United States,,
Away,New York City,Retail,60,2020-04-07T00:00:00.000Z,https://techcrunch.com/2020/04/07/away-the-high-flying-travel-brand-startup-just-furloughed-half-its-employees-and-laid-off-10/,181,Series D,2020-04-07T21:05:22.000Z,United States,0.1,
MediaMath,New York City,Marketing,53,2020-04-07T00:00:00.000Z,https://www.adexchanger.com/platforms/mediamath-cuts-8-of-staff-citing-coronavirus/,607,Private Equity,2020-04-08T04:37:00.000Z,United States,0.08,
Group Nine Media,New York City,Media,50,2020-04-07T00:00:00.000Z,https://www.axios.com/group-nine-media-layoffs-76644172-c473-42aa-b9a3-3a7e60b1baed.html,190,Unknown,2020-04-07T23:38:46.000Z,United States,0.07,
Payfactors,Boston,HR,46,2020-04-07T00:00:00.000Z,LinkedIn,,Unknown,2020-04-09T05:03:45.000Z,United States,,
Nav,Salt Lake City,Finance,30,2020-04-07T00:00:00.000Z,https://layoffs.fyi/2020/04/20/nav-laid-off-30-employees/,99,Series C,2020-04-19T18:10:08.000Z,United States,,
AskNicely,Portland,Support,,2020-04-07T00:00:00.000Z,LinkedIn,15,Series A,2020-04-09T05:26:29.000Z,United States,,
RainFocus,Salt Lake City,Marketing,,2020-04-07T00:00:00.000Z,LinkedIn,41,Private Equity,2020-04-09T05:35:17.000Z,United States,,
Metromile,SF Bay Area,Finance,100,2020-04-06T00:00:00.000Z,https://layoffs.fyi/2020/04/08/metromile-laid-off-100-employees/,293,Series E,2020-04-07T04:50:58.000Z,United States,0.33,
Rock Content,"Belo Horizonte,Non-U.S.",Marketing,100,2020-04-06T00:00:00.000Z,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",0.7,Series A,2020-04-06T21:18:32.000Z,Brazil,0.2,
BounceX,New York City,Marketing,77,2020-04-06T00:00:00.000Z,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,75,Series B,2020-04-06T23:03:47.000Z,United States,0.2,
C6 Bank,"Sao Paulo,Non-U.S.",Finance,60,2020-04-06T00:00:00.000Z,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",,Unknown,2020-04-06T21:17:19.000Z,Brazil,0.06,
Wordstream,Boston,Marketing,26,2020-04-06T00:00:00.000Z,https://www.linkedin.com/posts/hkogan_earlier-this-week-our-executive-team-made-activity-6654464027185475585-tEV3,28,Acquired,2020-04-09T05:31:05.000Z,United States,0.1,
Cogito,Boston,Support,24,2020-04-06T00:00:00.000Z,https://www.americaninno.com/boston/inno-news-boston/more-coronavirus-layoffs-emotional-ai-startup-cogito-makes-cuts/,92,Series C,2020-04-06T22:01:47.000Z,United States,0.14,
BusBud,"Montreal,Non-U.S.",Transportation,23,2020-04-06T00:00:00.000Z,https://www.journaldemontreal.com/2020/04/06/busbud-licencie-le-tiers-de-ses-employes,21,Series B,2020-04-28T03:56:37.000Z,Canada,0.32,
Borrowell,"Toronto,Non-U.S.",Finance,15,2020-04-06T00:00:00.000Z,https://betakit.com/borrowell-lays-off-20-percent-of-staff-citing-financial-institutions-pulling-back-amid-covid-19/,72,Series B,2020-04-06T23:55:30.000Z,Canada,0.2,
PerkSpot,Chicago,HR,10,2020-04-06T00:00:00.000Z,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-hr-tech-company-perkspot-amid-covid-19/,50,Private Equity,2020-04-10T04:44:38.000Z,United States,0.1,
Bitfarms,"Quebec,Non-U.S.",Crypto,,2020-04-06T00:00:00.000Z,https://coingeek.com/job-losses-loom-at-bitfarms-due-to-coronavirus/,25,Post-IPO,2020-04-08T23:53:05.000Z,Canada,,
Hopper,Boston,Travel,,2020-04-06T00:00:00.000Z,https://www.americaninno.com/boston/inno-news-boston/travel-booking-app-hopper-announces-layoffs-amid-coronavirus-crisis/,183,Series D,2020-04-06T22:05:52.000Z,United States,,
Mapbox,Washington D.C.,Data,,2020-04-06T00:00:00.000Z,LinkedIn,227,Series C,2020-05-10T06:05:53.000Z,United States,,
Astra,SF Bay Area,Aerospace,40,2020-04-05T00:00:00.000Z,https://www.cnbc.com/2020/04/05/rocket-startup-astra-trims-staff-to-survive-pandemic-until-next-year.html,100,Unknown,2020-04-05T17:55:01.000Z,United States,0.25,
Iflix,"Kuala Lumpur,Non-U.S.",Consumer,50,2020-04-04T00:00:00.000Z,https://technode.global/2020/04/07/iflix-job-cuts-coronavirus/,348,Unknown,2020-06-11T23:20:28.000Z,Malaysia,0.12,
Gympass,"Sao Paulo,Non-U.S.",Fitness,467,2020-04-03T00:00:00.000Z,https://forbes.com.br/negocios/2020/04/exclusivo-gympass-desliga-um-terco-dos-colaboradores/,300,Series D,2020-04-05T21:25:43.000Z,Brazil,0.33,
Sojern,SF Bay Area,Marketing,300,2020-04-03T00:00:00.000Z,https://www.adweek.com/programmatic/sojern-lays-off-50-of-staff-as-coronavirus-cuts-through-the-travel-industry/,162,Series D,2020-04-03T22:12:07.000Z,United States,0.5,
MaxMilhas,"Belo Horizonte,Non-U.S.",Travel,167,2020-04-03T00:00:00.000Z,https://revistapegn.globo.com/Startups/noticia/2020/04/por-novo-coronavirus-startups-gympass-e-maxmilhas-cortam-equipes.html,,Unknown,2020-04-06T05:08:41.000Z,Brazil,0.42,
Minted,SF Bay Area,Retail,147,2020-04-03T00:00:00.000Z,https://www.theinformation.com/briefings/d4f745,297,Series E,2020-04-05T17:53:20.000Z,United States,0.37,
Velodyne Lidar,SF Bay Area,Transportation,140,2020-04-03T00:00:00.000Z,https://www.bloomberg.com/news/articles/2020-04-04/silicon-valley-startup-firings-over-virus-face-early-court-test,225,Unknown,2020-04-05T04:34:31.000Z,United States,,
Zoox,SF Bay Area,Transportation,120,2020-04-03T00:00:00.000Z,https://www.theverge.com/2020/4/6/21210000/zoox-layoff-coronavirus-self-driving-car-safety-drivers,955,Series B,2020-04-07T00:03:11.000Z,United States,,
Traveloka,"Jakarta,Non-U.S.",Travel,100,2020-04-03T00:00:00.000Z,https://asia.nikkei.com/Business/Startups/Coronavirus-drives-Indonesia-s-Traveloka-to-lay-off-staff,,Unknown,2020-04-07T14:51:54.000Z,Indonesia,0.1,
Arrive Logistics,Austin,Logistics,75,2020-04-03T00:00:00.000Z,https://www.freightwaves.com/news/citing-coronavirus-arrive-logistics-cuts-10-of-workforce,35,Series B,2020-04-05T04:41:38.000Z,United States,0.07,
Salsify,Boston,Retail,60,2020-04-03T00:00:00.000Z,https://www.americaninno.com/boston/inno-news-boston/salsify-lays-off-60-cuts-executive-pay-amid-coronavirus-driven-uncertainty/,97,Series D,2020-04-04T02:02:44.000Z,United States,0.13,
Jetty,New York City,Finance,35,2020-04-03T00:00:00.000Z,https://layoffs.fyi/2020/04/17/jetty-laid-off-40-of-staff-after-pausing-sales-of-new-insurance-policies/,40,Series B,2020-04-06T21:21:41.000Z,United States,0.4,
D2iQ,SF Bay Area,Infrastructure,34,2020-04-03T00:00:00.000Z,https://www.businessinsider.com/d2iq-mesosphere-layoffs-34-coronavirus-crisis-2020-4,247,Series D,2020-04-22T23:02:23.000Z,United States,0.13,
Bustle Digital Group,New York City,Media,24,2020-04-03T00:00:00.000Z,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,80,Series E,2020-04-03T21:51:33.000Z,United States,0.08,
Bustle Digital Group,New York City,Media,19,2020-04-03T00:00:00.000Z,https://www.adweek.com/media/bdg-input-mic-layoffs/,80,Series E,2022-09-21T04:06:44.000Z,United States,,
Opencare,"Toronto,Non-U.S.",Healthcare,18,2020-04-03T00:00:00.000Z,https://betakit.com/opencare-lays-off-one-quarter-of-staff-as-it-prepares-to-weather-the-storm-of-covid-19/,24,Series A,2020-04-04T04:32:27.000Z,Canada,0.25,
Anagram,Los Angeles,Healthcare,17,2020-04-03T00:00:00.000Z,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,14,Series A,2020-04-05T05:21:14.000Z,United States,,
G/O Media Group,New York City,Media,14,2020-04-03T00:00:00.000Z,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,,Unknown,2020-04-08T04:48:14.000Z,United States,0.05,
DSCO,Salt Lake City,Retail,12,2020-04-03T00:00:00.000Z,https://www.linkedin.com/posts/claytonperkins_recommendationsoverresumes-c19-activity-6651856309597675520-BGA9/,4,Series A,2020-04-07T00:36:21.000Z,United States,,
Tripbam,Dallas,Travel,10,2020-04-03T00:00:00.000Z,https://www.bizjournals.com/dallas/news/2020/04/03/more-travel-tech-companies-reduce-salaries-cut.html,,Unknown,2020-04-04T04:37:21.000Z,United States,0.25,
Avantage Entertainment,Minneapolis,Media,5,2020-04-03T00:00:00.000Z,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html,,Unknown,2020-04-04T04:45:52.000Z,United States,0.2,
Alegion,Austin,Data,,2020-04-03T00:00:00.000Z,LinkedIn,16,Series A,2020-04-09T05:39:26.000Z,United States,,
AllyO,SF Bay Area,HR,,2020-04-03T00:00:00.000Z,LinkedIn,64,Series B,2020-04-14T22:23:52.000Z,United States,,
Mews,"Prague,Non-U.S.",Travel,,2020-04-03T00:00:00.000Z,LinkedIn,41,Series B,2020-04-07T15:03:20.000Z,Czech Republic,,
PeopleGrove,SF Bay Area,HR,,2020-04-03T00:00:00.000Z,LinkedIn,7,Series A,2020-04-07T14:26:03.000Z,United States,,
The Muse,New York City,Recruiting,,2020-04-03T00:00:00.000Z,LinkedIn,28,Series B,2020-04-07T14:42:11.000Z,United States,,
The Wing,New York City,Real Estate,,2020-04-03T00:00:00.000Z,https://www.fastcompany.com/90486179/the-wing-announces-mass-layoffs-over-zoom-after-covid-19-causes-revenue-to-dry-up-overnight,117,Series C,2020-04-04T02:17:04.000Z,United States,0.5,
MindBody,San Luis Obispo,Fitness,700,2020-04-02T00:00:00.000Z,https://www.sanluisobispo.com/news/business/article241730706.html,114,Post-IPO,2020-04-02T22:47:10.000Z,United States,0.35000000000000003,
Katerra,SF Bay Area,Construction,240,2020-04-02T00:00:00.000Z,https://www.constructiondive.com/news/katerra-ceos-salary-cut-to-0-amid-layoffs-operation-shutdowns/575460/,1200,Series D,2020-04-04T16:11:24.000Z,United States,0.03,
Ritual,"Toronto,Non-U.S.",Food,196,2020-04-02T00:00:00.000Z,https://layoffs.fyi/2020/04/02/ritual-lays-off-196-employees-due-to-covid-19-impact-on-restaurants/,112,Series C,2020-04-02T17:07:42.000Z,Canada,0.54,
ClassPass,New York City,Fitness,154,2020-04-02T00:00:00.000Z,https://layoffs.fyi/2020/04/03/classpass-laid-off-or-furloughed-half-its-staff/,549,Series E,2020-04-02T22:29:06.000Z,United States,0.22,
eGym,"Munich,Non-U.S.",Fitness,100,2020-04-02T00:00:00.000Z,https://www.tz.de/muenchen/stadt/muenchen-ort29098/corona-muenchen-kuendigung-video-videocall-start-up-mitarbeiter-erklaerung-firma-13637702.html,109,Series D,2020-04-20T14:43:02.000Z,Germany,0.25,
Voi,"Stockholm,Non-U.S.",Transportation,100,2020-04-02T00:00:00.000Z,https://www.businessinsider.com/scooter-startup-voi-layoffs-furloughs-staff-covid-19-2020-4,167,Series B,2020-04-02T22:49:31.000Z,Sweden,,
Industrious,New York City,Real Estate,90,2020-04-02T00:00:00.000Z,https://commercialobserver.com/2020/04/industrious-cuts-a-third-of-its-workforce/,222,Series D,2020-04-03T14:21:11.000Z,United States,0.2,
1stdibs,New York City,Retail,70,2020-04-02T00:00:00.000Z,https://twitter.com/eringriffith/status/1246147841350762497,253,Series D,2020-04-08T05:51:30.000Z,United States,0.17,
ThirdLove,SF Bay Area,Retail,65,2020-04-02T00:00:00.000Z,https://www.businessinsider.com/victorias-secret-challenger-thirdlove-sees-layoffs-due-to-coronavirus-2020-4,68,Series B,2020-04-02T22:24:30.000Z,United States,0.3,
Latch,New York City,Security,60,2020-04-02T00:00:00.000Z,LinkedIn,152,Series B,2020-04-04T04:54:20.000Z,United States,,
The Predictive Index,Boston,HR,59,2020-04-02T00:00:00.000Z,https://layoffs.fyi/2020/04/06/the-predictive-index-lays-off-59-employees,65,Acquired,2020-04-03T21:49:53.000Z,United States,0.25,
Shuttl,"New Delhi,Non-U.S.",Transportation,40,2020-04-02T00:00:00.000Z,https://inc42.com/buzz/startupsvscovid19-startups-choose-layoffs-to-keep-businesses-running/,122,Series C,2020-04-10T05:00:15.000Z,India,,
Jobcase,Boston,Recruiting,39,2020-04-02T00:00:00.000Z,LinkedIn,118,Private Equity,2020-04-02T17:11:31.000Z,United States,0.2,
Copper,SF Bay Area,Marketing,35,2020-04-02T00:00:00.000Z,LinkedIn,102,Series C,2020-04-07T00:53:19.000Z,United States,,
Dynamic Signal,SF Bay Area,HR,35,2020-04-02T00:00:00.000Z,LinkedIn,114,Series E,2020-04-10T04:21:15.000Z,United States,0.19,
FiscalNote,Washington D.C.,Media,30,2020-04-02T00:00:00.000Z,https://www.adweek.com/digital/dozens-fired-at-cq-roll-publication-known-for-reporting-inside-washington/,50,Series D,2020-04-15T17:39:10.000Z,United States,,
Sauce Labs,SF Bay Area,Infrastructure,30,2020-04-02T00:00:00.000Z,LinkedIn,151,Unknown,2020-04-14T21:56:36.000Z,United States,0.15,
Humu,SF Bay Area,HR,26,2020-04-02T00:00:00.000Z,https://www.bloomberg.com/news/articles/2020-04-02/humu-a-startup-run-by-former-google-hr-boss-cuts-jobs,40,Series B,2020-04-03T15:02:40.000Z,United States,,
TripleLift,New York City,Marketing,23,2020-04-02T00:00:00.000Z,https://www.adweek.com/programmatic/triplelift-confirms-staff-salary-cuts-amid-wave-of-industry-austerity/,16,Series B,2020-04-10T21:09:47.000Z,United States,0.07,
Coding Dojo,Seattle,Education,7,2020-04-02T00:00:00.000Z,https://www.geekwire.com/2020/engineering-bootcamp-coding-dojo-cuts-jobs-launches-volunteer-program-help-small-businesses/,2,Unknown,2020-04-12T21:17:03.000Z,United States,0.07,
Instamojo,"Bengaluru,Non-U.S.",Finance,6,2020-04-02T00:00:00.000Z,https://www.business-standard.com/article/companies/covid-19-crisis-consumer-internet-start-ups-brace-for-salary-cuts-layoffs-120040101707_1.html,8,Unknown,2020-04-12T05:58:54.000Z,India,0.06,
Synergysuite,Salt Lake City,Food,5,2020-04-02T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6651167936918753280?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6651167936918753280%2C6651190820756172801%29,6,Series A,2020-04-03T13:29:40.000Z,United States,0.07,
Atlanta Tech Village,Atlanta,Real Estate,,2020-04-02T00:00:00.000Z,https://www.bizjournals.com/atlanta/news/2020/04/02/atlanta-tech-village-lays-off-half-of-its-staff.html,,Unknown,2020-04-04T04:28:54.000Z,United States,0.5,
Capillary,"Bengaluru,Non-U.S.",Retail,,2020-04-02T00:00:00.000Z,https://inc42.com/buzz/startupsvscovid19-startups-choose-layoffs-to-keep-businesses-running/,102,Private Equity,2020-04-12T06:00:00.000Z,India,,
Modsy,SF Bay Area,Retail,,2020-04-02T00:00:00.000Z,https://techcrunch.com/2020/04/02/modsy-confirms-layoffs-10-months-after-announcing-its-37m-series-c/,70,Series C,2020-04-02T22:05:41.000Z,United States,,
The Modist,"Dubai,Non-U.S.",Retail,,2020-04-02T00:00:00.000Z,https://www.menabytes.com/the-modist-shuts-down/,,Unknown,2020-04-05T23:25:47.000Z,United Arab Emirates,1,
Wonder,New York City,Other,,2020-04-02T00:00:00.000Z,https://layoffs.fyi/list/wonder/,,Unknown,2020-04-23T15:38:42.000Z,United States,,
Booksy,SF Bay Area,Consumer,200,2020-04-01T00:00:00.000Z,LinkedIn,48,Series B,2020-04-07T14:32:38.000Z,United States,,
Flymya,"Yangon,Non-U.S.",Travel,200,2020-04-01T00:00:00.000Z,https://www.techinasia.com/myanmar-travel-startup-lays-staff-bookings-drop,,Unknown,2020-05-06T03:47:36.000Z,Myanmar,0.33,
PatientPop,Los Angeles,Healthcare,100,2020-04-01T00:00:00.000Z,LinkedIn,75,Series B,2020-04-01T21:43:38.000Z,United States,0.2,
Showpad,Chicago,Marketing,52,2020-04-01T00:00:00.000Z,https://www.americaninno.com/chicago/inno-news-chicago/showpad-lays-off-52-employees-globally-18-in-chicago/,159,Series D,2020-04-01T21:33:22.000Z,United States,0.12,
Highsnobiety,"Berlin,Non-U.S.",Media,51,2020-04-01T00:00:00.000Z,https://digiday.com/media/highsnobiety-closes-commerce-cuts-25-of-staff/,8.5,Series A,2020-04-08T04:49:58.000Z,Germany,0.25,
Earnin,SF Bay Area,Finance,50,2020-04-01T00:00:00.000Z,LinkedIn,190,Series C,2020-04-03T13:56:06.000Z,United States,0.2,
Wonolo,SF Bay Area,Recruiting,46,2020-04-01T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2020/04/01/wonolo-cuts-workforce-amid-covid-19-outbreak.html,52,Series C,2020-03-28T20:52:49.000Z,United States,0.13,
Acko,"Mumbai,Non-U.S.",Finance,45,2020-04-01T00:00:00.000Z,https://entrackr.com/2020/04/exclusive-acko-insurance-layoff/,143,Unknown,2020-04-08T05:56:21.000Z,India,0.09,
Moovel,Portland,Transportation,28,2020-04-01T00:00:00.000Z,https://www.oregonlive.com/silicon-forest/2020/04/transit-tech-company-moovel-says-second-round-of-portland-layoffs-will-reduce-staff-nearly-40.html,,Unknown,2020-04-02T22:08:47.000Z,United States,0.37,
Aqua Security,"Tel Aviv,Non-U.S.",Security,24,2020-04-01T00:00:00.000Z,https://www.bizjournals.com/boston/news/2020/04/02/cybersecurity-company-lays-off-workers-via-zoom.html,100,Series C,2020-04-04T02:15:40.000Z,Israel,0.09,
Crayon,Boston,Marketing,20,2020-04-01T00:00:00.000Z,LinkedIn,16,Series A,2020-04-07T13:57:52.000Z,United States,0.2,
Pana,Denver,Travel,18,2020-04-01T00:00:00.000Z,https://businessden.com/2020/04/01/business-travel-startup-pana-cuts-18-employees/,11,Series A,2020-04-02T04:00:39.000Z,United States,,
Sensibill,"Toronto,Non-U.S.",Finance,17,2020-04-01T00:00:00.000Z,https://betakit.com/following-layoffs-sensibill-secures-5-million-in-debt-financing/,50,Series B,2020-05-22T23:39:37.000Z,Canada,0.2,
Usermind,Seattle,Marketing,15,2020-04-01T00:00:00.000Z,https://www.geekwire.com/2020/seattle-marketing-software-startup-usermind-lays-off-15-employees/,46,Series C,2020-04-02T04:01:05.000Z,United States,0.25,
Incredible Health,SF Bay Area,Healthcare,9,2020-04-01T00:00:00.000Z,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,15,Series A,2020-04-07T14:18:08.000Z,United States,0.4,
Currency,Los Angeles,Finance,,2020-04-01T00:00:00.000Z,LinkedIn,,Unknown,2020-04-05T22:25:14.000Z,United States,,
GOAT Group,Los Angeles,Retail,,2020-04-01T00:00:00.000Z,LinkedIn,197,Series D,2020-04-07T05:08:33.000Z,United States,,
Le Tote,SF Bay Area,Retail,,2020-04-01T00:00:00.000Z,https://footwearnews.com/2020/business/retail/lord-taylor-mass-layoffs-president-resigns-out-of-business-1202961340/,62,Series C,2020-04-06T14:53:26.000Z,United States,0.5,
Levelset,New Orleans,Construction,,2020-04-01T00:00:00.000Z,LinkedIn,46,Series C,2020-04-09T05:41:58.000Z,United States,,
Pebblepost,New York City,Marketing,,2020-04-01T00:00:00.000Z,LinkedIn,81,Series C,2020-04-06T23:18:39.000Z,United States,0.6,
WhyHotel,Washington D.C.,Travel,,2020-04-01T00:00:00.000Z,https://technical.ly/dc/2020/04/02/whyhotel-layoffs-operational-changes-hospitality-covid19-coronavirus/,33,Series B,2020-04-04T04:32:03.000Z,United States,0.5,
KeepTruckin,SF Bay Area,Logistics,349,2020-03-31T00:00:00.000Z,https://layoffs.fyi/2020/03/31/keeptruckin-lays-off-another-149-employees-one-month-after-previous-layoff/,227,Series D,2020-04-01T04:11:33.000Z,United States,0.18,
AdRoll,Salt Lake City,Marketing,210,2020-03-31T00:00:00.000Z,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/,89,Series C,2020-04-01T05:33:52.000Z,United States,0.3,
Rover,Seattle,Consumer,194,2020-03-31T00:00:00.000Z,https://www.geekwire.com/2020/pet-care-startup-rover-lays-off-41-workforce-194-employees-due-covid-19-impact/,310,Series G,2020-03-31T20:59:42.000Z,United States,0.41000000000000003,
Turo,SF Bay Area,Transportation,108,2020-03-31T00:00:00.000Z,https://layoffs.fyi/2020/04/21/turo-laid-off-108-employees/,467,Series E,2020-04-01T05:44:11.000Z,United States,0.3,
uShip,Austin,Logistics,65,2020-03-31T00:00:00.000Z,https://www.bizjournals.com/austin/news/2020/03/31/austin-layoffs-rounded-up-incredibly-talented.html,69,Series D,2020-04-01T00:51:48.000Z,United States,0.37,
SkySlope,Sacramento,Real Estate,50,2020-03-31T00:00:00.000Z,https://www.bizjournals.com/sacramento/news/2020/04/03/skyslope-said-to-cut-sacramento-staff-as-housing.html,,Acquired,2020-05-14T00:15:38.000Z,United States,0.25,
Siteimprove,Minneapolis,Marketing,40,2020-03-31T00:00:00.000Z,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html,55,Unknown,2020-04-04T04:44:01.000Z,United States,,
AngelList,SF Bay Area,Recruiting,20,2020-03-31T00:00:00.000Z,https://techcrunch.com/2020/04/06/angellist-lays-off-a-number-of-staff-and-cuts-executive-salaries/,26,Series B,2020-04-06T15:00:40.000Z,United States,,
Zenoti,Seattle,Fitness,17,2020-03-31T00:00:00.000Z,https://www.geekwire.com/2020/spa-salon-software-startup-zenoti-makes-small-layoff-beauty-industry-faces-covid-19-upheaval/,91,Series C,2020-03-31T21:10:35.000Z,United States,0.04,
DialSource,Sacramento,Marketing,5,2020-03-31T00:00:00.000Z,Company executive,26,Series B,2020-04-07T17:25:45.000Z,United States,0.14,
Adara,SF Bay Area,Travel,,2020-03-31T00:00:00.000Z,https://www.linkedin.com/posts/hongchengmi_grateful-activity-6650855887563030528-O3sC,67,Series C,2020-04-06T23:13:31.000Z,United States,,
Claravine,Salt Lake City,Marketing,,2020-03-31T00:00:00.000Z,LinkedIn,4,Seed,2020-04-07T15:11:03.000Z,United States,,
Domio,New York City,Travel,,2020-03-31T00:00:00.000Z,LinkedIn,116,Series B,2020-04-07T14:38:45.000Z,United States,0.3,
Kazoo,Austin,HR,,2020-03-31T00:00:00.000Z,https://www.americaninno.com/austin/inno-news/austin-hr-platform-company-kazoo-lays-off-35-of-its-workforce/,8,Series A,2020-04-01T00:50:59.000Z,United States,0.35000000000000003,
Snap Finance,Salt Lake City,Finance,,2020-03-31T00:00:00.000Z,LinkedIn,,Unknown,2020-04-01T21:37:18.000Z,United States,,
Zerto,Boston,Infrastructure,,2020-03-31T00:00:00.000Z,https://blocksandfiles.com/2020/03/31/zerto-makes-layoffs-to-survive-pandemic-economic-storm/,130,Series E,2020-04-01T00:52:31.000Z,United States,,
Thumbtack,SF Bay Area,Consumer,250,2020-03-30T00:00:00.000Z,https://layoffs.fyi/2020/04/06/thumbtack-laid-off-250-employees/,423,Series F,2020-03-30T21:20:55.000Z,United States,0.3,
RigUp,Austin,Energy,120,2020-03-30T00:00:00.000Z,https://www.americaninno.com/austin/inno-news/austin-tech-unicorn-rigup-sheds-100-plus-jobs/,423,Series D,2020-03-31T21:00:51.000Z,United States,0.25,
FabHotels,"New Delhi,Non-U.S.",Travel,80,2020-03-30T00:00:00.000Z,https://entrackr.com/2020/04/exclusive-fabhotels-lays-off-80-employees-slashes-salary/,48,Series B,2020-04-10T05:04:32.000Z,India,0.2,
