Company,Location HQ,Industry,# Laid Off,%,Date,Source,Stage,Date Added,Country,$ Raised (mm),List of Employees Laid Off
Strava,SF Bay Area,Fitness,,0.14,2022-12-01T00:00:00.000Z,https://www.bicycleretailer.com/industry-news/2022/12/05/layoffs-affect-about-15-staff-strava#.Y5Jcu-zMK8A,Series F,2022-12-04T22:56:18.000Z,United States,151,https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vSm6vCc5Qlyt_RGpugfuvSFlnMjj0C2jU6JwZhc2CNhEuet88bbcDwmRu07eocW0QI9YITWPhNcQ7UO/pubhtml
Synlogic,Boston,Healthcare,,0.25,2022-12-01T00:00:00.000Z,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,Post-IPO,2022-12-11T06:21:59.000Z,United States,321,
Yapily,"London,Non-U.S.",Finance,,,2022-12-01T00:00:00.000Z,https://www.linkedin.com/posts/yapily_a-message-from-our-founder-and-ceo-ensuring-activity-7004119711693066240-ZeUT/,Series A,2022-12-03T05:16:44.000Z,United Kingdom,69,
DoorDash,SF Bay Area,Food,1250,0.06,2022-11-30T00:00:00.000Z,https://www.reuters.com/business/retail-consumer/doordash-cuts-1250-jobs-an-effort-rein-expenses-2022-11-30/,Post-IPO,2022-11-30T15:21:42.000Z,United States,2500,https://docs.google.com/spreadsheets/d/1fsgEbzAo9Fgy-v7J_KGIaJxuzEBQfgBKC097tgvr_pY/edit#gid=383975823
Kraken,SF Bay Area,Crypto,1100,0.3,2022-11-30T00:00:00.000Z,https://blog.kraken.com/post/16442/business-update/,Unknown,2022-11-30T16:37:32.000Z,United States,134,
Happy Money,Los Angeles,Finance,158,0.34,2022-11-30T00:00:00.000Z,Internal memo,Series D,2022-12-01T22:00:23.000Z,United States,191,
Ula,"Jakarta,Non-U.S.",Retail,134,0.23,2022-11-30T00:00:00.000Z,https://dailysocial.id/post/ula-layoff-2022,Series B,2022-12-01T06:27:24.000Z,Indonesia,140,
Wonder,New York City,Food,130,0.07,2022-11-30T00:00:00.000Z,https://www.theinformation.com/articles/marc-lores-kitchen-on-wheels-startup-cuts-staff-dials-back-delivery-ambitions,Series B,2022-12-01T06:37:27.000Z,United States,850,
StudySmarter,"Berlin,Non-U.S.",Education,70,,2022-11-30T00:00:00.000Z,https://www.startbase.de/news/studysmarter-entlaesst-etwa-70-mitarbeitende/,Series A,2023-01-12T15:36:50.000Z,Germany,64,
Grin,Sacramento,Marketing,60,0.13,2022-11-30T00:00:00.000Z,https://www.theinformation.com/briefings/influencer-marketing-startup-grin-lays-off-60-employees,Series B,2022-12-03T04:59:05.000Z,United States,145,
Ualá,"Buenos Aires,Non-U.S.",Finance,53,0.03,2022-11-30T00:00:00.000Z,https://www.perfil.com/noticias/economia/empresa-uala-despidio-medio-centenar-trabajadores.phtml,Series D,2022-12-01T06:29:00.000Z,Argentina,544,
Teachmint,"Bengaluru,Non-U.S.",Education,45,0.05,2022-11-30T00:00:00.000Z,https://inc42.com/buzz/edtech-startup-teachmint-lays-off-45-employees/,Series B,2022-12-01T06:34:10.000Z,India,118,
Etermax,"Buenos Aires,Non-U.S.",Other,40,,2022-11-30T00:00:00.000Z,https://www.clarin.com/economia/despidos-reestructuracion-tecnologicas-empresas-achican-pasar-2023_0_uxSUuShZhQ.html,Unknown,2022-12-01T06:33:17.000Z,Argentina,,
Thread,"London,Non-U.S.",Retail,30,0.5,2022-11-30T00:00:00.000Z,https://www.drapersonline.com/news/ms-acquires-thread-intellectual-property,Acquired,2022-12-11T06:23:40.000Z,United Kingdom,40,
Elastic,SF Bay Area,Data,,0.13,2022-11-30T00:00:00.000Z,https://www.elastic.co/blog/ceo-ash-kulkarni-email-to-elastic-employees,Post-IPO,2022-12-01T06:23:46.000Z,United States,162,
Motional,Boston,Transportation,,,2022-11-30T00:00:00.000Z,https://techcrunch.com/2022/12/01/hyundai-aptiv-backed-av-startup-motional-cuts-workforce/,Unknown,2022-12-03T05:00:45.000Z,United States,,
Pinterest,SF Bay Area,Consumer,,,2022-11-30T00:00:00.000Z,https://www.theinformation.com/briefings/pinterest-cuts-recruiting-team-slows-hiring,Post-IPO,2022-12-01T22:22:03.000Z,United States,1500,
Sana,Seattle,Healthcare,,0.15,2022-11-30T00:00:00.000Z,https://www.fiercebiotech.com/biotech/sana-lays-15-trims-pipeline-keep-funding-flowing-shelf-car-ts,Series A,2023-01-06T01:46:44.000Z,United States,700,
Venafi,Salt Lake City,Security,,,2022-11-30T00:00:00.000Z,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,Acquired,2022-12-18T04:10:13.000Z,United States,167,
Bitso,"Mexico City,Non-U.S.",Crypto,100,,2022-11-29T00:00:00.000Z,https://portaldobitcoin.uol.com.br/corretora-de-criptomoedas-bitso-faz-segunda-rodada-de-demissoes-no-brasil-e-no-mexico/,Series C,2022-11-30T06:19:06.000Z,Mexico,378,
Lyst,"London,Non-U.S.",Retail,50,0.25,2022-11-29T00:00:00.000Z,https://techcrunch.com/2022/11/29/lyst-the-uk-fashion-marketplace-is-laying-off-25-of-staff/,Unknown,2022-11-30T06:03:36.000Z,United Kingdom,144,
CoinJar,"Melbourne,Non-U.S.",Crypto,10,0.2,2022-11-29T00:00:00.000Z,https://www.theaustralian.com.au/business/technology/melbourne-crypto-startup-coinjar-axes-20pc-of-workforce/news-story/485648b4b36a538ff7c00287adb57d5a,Unknown,2022-11-30T06:20:29.000Z,Australia,1,
Bitfront,SF Bay Area,Crypto,,1,2022-11-29T00:00:00.000Z,https://www.reuters.com/technology/crypto-exchange-bitfront-shuts-down-2022-11-29/,Unknown,2022-11-30T05:54:28.000Z,United States,,
Codexis,SF Bay Area,Healthcare,,0.18,2022-11-29T00:00:00.000Z,https://www.codexis.com/investors/news-events/press-releases/detail/342/codexis-provides-update-on-prioritized-corporate-strategy,Post-IPO,2022-11-30T06:17:39.000Z,United States,162,
Firework,SF Bay Area,Retail,,0.1,2022-11-29T00:00:00.000Z,https://www.theinformation.com/articles/live-shopping-startup-firework-lays-off-10-of-staff,Series B,2022-12-01T06:36:01.000Z,United States,269,
Lazerpay,"Lagos,Non-U.S.",Crypto,,,2022-11-29T00:00:00.000Z,https://techpoint.africa/2022/11/29/lazerpay-starts-layoff,Unknown,2022-11-30T05:59:51.000Z,Nigeria,,
MessageBird,"Amsterdam,Non-U.S.",Other,,0.31,2022-11-29T00:00:00.000Z,https://tech.eu/2022/11/29/messagebird-lay-offs-close-to-a-third-of-the/,Series C,2022-11-30T05:57:28.000Z,Netherlands,1100,https://docs.google.com/spreadsheets/d/1n7SH4I4E16-Y7opqnKxHw1WHwIOIQIJg_BaEzrAG3F0/edit#gid=1288855899
Plerk,"Guadalajara,Non-U.S.",Finance,,0.4,2022-11-29T00:00:00.000Z,https://www.linkedin.com/posts/mikemedina20_hoy-es-uno-de-los-momentos-m%C3%A1s-complicados-activity-7003406809403170817-N_Hf/,Series A,2022-11-30T06:15:57.000Z,Mexico,13,
Proton.ai,Boston,Sales,,,2022-11-29T00:00:00.000Z,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0,Series A,2022-12-03T05:13:04.000Z,United States,20,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0
Infarm,"Berlin,Non-U.S.",Other,500,0.5,2022-11-28T00:00:00.000Z,https://www.infarm.com/news/note-from-infarm-s-founders-strategy-shift-and-profitability-at-infarm,Series D,2022-11-29T04:21:05.000Z,Germany,604,
Wildlife Studios,"Sao Paulo,Non-U.S.",Consumer,300,0.2,2022-11-28T00:00:00.000Z,https://mobilegamer.biz/massive-layoffs-at-wildlife-as-it-drops-all-non-mobile-game-projects/,Unknown,2022-11-29T15:59:03.000Z,Brazil,260,https://docs.google.com/spreadsheets/d/1zyAOWdW3SFJ9bUdJWRxYGdDLEw_I6gCMlOjlrFLjqrw/edit#gid=759761140
Hirect,"Bengaluru,Non-U.S.",Recruiting,200,0.4,2022-11-28T00:00:00.000Z,https://www.livemint.com/companies/start-ups/startup-direct-hiring-platform-hirect-fires40ofworkforce-11669662447280.html,Series A,2022-11-29T04:27:35.000Z,India,,
ApplyBoard,"Waterloo,Non-U.S.",Education,90,0.06,2022-11-28T00:00:00.000Z,https://www.therecord.com/news/waterloo-region/2022/11/28/applyboard-lays-off-six-per-cent-of-its-workforce.html,Series D,2022-11-30T06:14:53.000Z,Canada,483,
Ajaib,"Jakarta,Non-U.S.",Finance,67,0.08,2022-11-28T00:00:00.000Z,https://www.techinasia.com/indonesian-investment-platform-ajaib-lays-8-headcount,Unknown,2022-11-30T06:12:35.000Z,Indonesia,245,
Candy Digital,New York City,Crypto,33,0.33,2022-11-28T00:00:00.000Z,https://decrypt.co/115811/gary-vee-sports-nft-candy-digital-mass-layoffs,Series A,2022-11-29T04:24:38.000Z,United States,100,
ResearchGate,"Berlin,Non-U.S.",Other,25,0.1,2022-11-28T00:00:00.000Z,https://www.linkedin.com/posts/ijad-madisch-4428229_today-we-are-reducing-the-size-of-the-researchgate-activity-7002973716632502273-7jum/,Series D,2022-11-28T18:00:13.000Z,Germany,87,
BlockFi,New York City,Crypto,,1,2022-11-28T00:00:00.000Z,https://decrypt.co/115744/crypto-lender-blockfi-files-bankruptcy-ftx-contagion-claims-another,Series E,2022-11-30T06:05:58.000Z,United States,1000,
FutureLearn,"London,Non-U.S.",Education,,,2022-11-28T00:00:00.000Z,https://www.classcentral.com/report/futurelearn-layoffs/,Unknown,2022-11-30T06:11:06.000Z,United Kingdom,50,
Inspectify,Seattle,Real Estate,,,2022-11-28T00:00:00.000Z,https://www.bizjournals.com/seattle/news/2022/11/28/inspectify-layoffs-seattle-real-estate-tech.html,Series A,2022-11-30T06:10:07.000Z,United States,11,
Ledn,"Toronto,Non-U.S.",Crypto,,,2022-11-28T00:00:00.000Z,https://www.theblock.co/post/190436/crypto-lender-ledn-lays-off-chief-commercial-officer-in-latest-industry-job-cuts,Series B,2022-12-19T16:49:15.000Z,Canada,103,
NCX,SF Bay Area,Energy,,0.4,2022-11-28T00:00:00.000Z,https://ncx.com/learning-hub/an-update-from-ncx-co-founders-zack-parisa-and-max-nova/,Series B,2022-12-01T06:22:17.000Z,United States,78,
Change Invest,"Amsterdam,Non-U.S.",Finance,,0.24,2022-11-27T00:00:00.000Z,https://arileht.delfi.ee/artikkel/120105494/jarjekordne-eesti-idufirma-koondab-veerandi-oma-tootajatest,Unknown,2023-01-23T16:52:39.000Z,Netherlands,22,
Zilch,"London,Non-U.S.",Finance,,,2022-11-26T00:00:00.000Z,https://www.standard.co.uk/business/london-fintech-unicorn-zilch-poised-to-begin-wave-of-layoffs-as-downturn-hits-buy-now-pay-later-sector-b1042587.html,Unknown,2022-11-29T04:26:19.000Z,United Kingdom,389,
VerSe Innovation,"Bengaluru,Non-U.S.",Media,150,0.05,2022-11-25T00:00:00.000Z,https://techcrunch.com/2022/11/28/verse-innovation-layoff-salary-cut/,Series J,2022-11-28T18:02:57.000Z,India,1700,
Carwow,"London,Non-U.S.",Transportation,70,0.2,2022-11-25T00:00:00.000Z,https://www.ft.com/content/19150de3-bbd4-42b3-acbd-52b228dc1bf1,Unknown,2022-11-29T04:11:17.000Z,United Kingdom,157,
Vendease,"Lagos,Non-U.S.",Food,27,0.09,2022-11-25T00:00:00.000Z,https://techcabal.com/2022/11/25/nigerian-food-procurement-platform-vendease-lays-off-9-of-its-workforce/,Series A,2022-11-30T05:55:37.000Z,Nigeria,43,
Lemon,"Buenos Aires,Non-U.S.",Crypto,100,0.38,2022-11-24T00:00:00.000Z,https://www.forbesargentina.com/innovacion/lemon-despide-tercio-sus-empleados-anuncia-nuevo-foco-compania-sea-mas-sostenible-n25358,Series A,2022-11-25T04:10:29.000Z,Argentina,17,https://docs.google.com/spreadsheets/u/1/d/1bCJqnr1S86iwwFbMWoAk-4Gb5CM8ZeE3AKJs_fC-1S0/htmlview#gid=0
Quidax,"Lagos,Non-U.S.",Crypto,20,0.2,2022-11-24T00:00:00.000Z,https://techcabal.com/2022/11/24/nigerian-crypto-exchange-quidax-lays-off-20-of-its-workforce/,Unknown,2022-11-26T16:24:18.000Z,Nigeria,3,
Menulog,"Sydney,Non-U.S.",Food,,,2022-11-24T00:00:00.000Z,https://www.smh.com.au/technology/difficult-decision-menulog-cuts-jobs-in-australia-20221124-p5c111.html,Acquired,2022-11-28T17:56:12.000Z,Australia,,
Utopia Music,"Zug,Non-U.S.",Media,,,2022-11-24T00:00:00.000Z,https://www.musicbusinessworldwide.com/utopia-music-makes-layoffs-as-it-downsizes-global-team/,Series B,2022-11-25T22:23:39.000Z,Switzerland,,
Assure,Salt Lake City,Finance,,1,2022-11-23T00:00:00.000Z,https://www.axios.com/2022/11/23/assure-shutdown-fintech-startup-investing,Seed,2022-11-25T04:07:03.000Z,United States,2,
GoodGood,"Toronto,Non-U.S.",Retail,,1,2022-11-23T00:00:00.000Z,https://betakit.com/one-year-after-raising-6-5-million-goodgood-shuts-down-claiming-it-cant-find-more-money/,Seed,2022-11-25T04:07:55.000Z,Canada,6,
SWVL,"Cairo,Non-U.S.",Transportation,,0.5,2022-11-23T00:00:00.000Z,https://techcrunch.com/2022/11/28/swvl-reduces-its-headcount-by-50-six-months-after-axing-400-staff/,Post-IPO,2022-11-25T22:25:25.000Z,Egypt,264,
Western Digital,SF Bay Area,Hardware,251,,2022-11-22T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/11/22/western-digital-latest-valley-company-with-layoffs.html,Post-IPO,2023-02-13T17:50:22.000Z,United States,900,
SIRCLO,"Jakarta,Non-U.S.",Retail,160,0.08,2022-11-22T00:00:00.000Z,https://dailysocial.id/post/sirclo-layoff-2022,Series B,2022-11-22T17:53:56.000Z,Indonesia,92,
Trax,"Singapore,Non-U.S.",Retail,80,0.08,2022-11-22T00:00:00.000Z,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,Series E,2022-11-22T19:04:01.000Z,Singapore,1000,
Flash Coffee,"Singapore,Non-U.S.",Food,,,2022-11-22T00:00:00.000Z,https://www.businesstimes.com.sg/startups-tech/startups/rocket-internet-backed-flash-coffee-lays-staff-across-markets,Series B,2022-11-25T04:12:58.000Z,Singapore,57,
Natera,SF Bay Area,Healthcare,,,2022-11-22T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/11/22/peninsula-biotechs-cutting-dozens-of-jobs.html,Post-IPO,2022-11-29T04:18:55.000Z,United States,809,
Rapyd,"Tel Aviv,Non-U.S.",Finance,,,2022-11-22T00:00:00.000Z,https://en.globes.co.il/en/article-israeli-fintech-co-rapyd-to-lay-off-dozens-1001430704,Unknown,2022-11-30T06:06:47.000Z,Israel,770,
Kitopi,"Dubai,Non-U.S.",Food,93,0.1,2022-11-21T00:00:00.000Z,https://www.arabianbusiness.com/jobs/dubai-unicorn-kitopi-sacks-93-head-office-staff-as-tech-industry-slumps,Series C,2022-11-23T04:32:47.000Z,United States,804,
Devo,Boston,Security,,0.15,2022-11-21T00:00:00.000Z,https://tekdeeps.com/the-unicorn-devo-lays-off-15-of-its-global-team/,Series F,2022-12-13T20:08:51.000Z,United States,481,
GloriFi,Dallas,Finance,,1,2022-11-21T00:00:00.000Z,https://www.wsj.com/articles/anti-woke-bank-glorifi-to-shut-down-11669051554,Unknown,2022-11-25T04:08:51.000Z,United States,,
Jumia,"Lagos,Non-U.S.",Retail,,,2022-11-21T00:00:00.000Z,https://nairametrics.com/2022/11/21/jumia-hints-at-layoffs-as-it-moves-to-cut-operating-costs/,Post-IPO,2022-12-21T17:00:12.000Z,Nigeria,1200,
Zomato,"Gurugram,Non-U.S.",Food,100,0.04,2022-11-19T00:00:00.000Z,https://www.businesstoday.in/latest/economy/story/after-byjus-now-zomato-fires-employees-about-100-jobs-impacted-so-far-report-353435-2022-11-19,Series J,2022-11-20T00:05:57.000Z,India,914,
Carvana,Phoenix,Transportation,1500,0.08,2022-11-18T00:00:00.000Z,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,Post-IPO,2022-11-18T21:34:43.000Z,United States,1600,
Nuro,SF Bay Area,Transportation,300,0.2,2022-11-18T00:00:00.000Z,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,Series D,2022-11-18T21:35:34.000Z,United States,2100,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0
Synthego,SF Bay Area,Healthcare,105,0.2,2022-11-18T00:00:00.000Z,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,Series E,2022-11-29T04:18:07.000Z,United States,459,
Splyt,"London,Non-U.S.",Transportation,57,,2022-11-18T00:00:00.000Z,https://www.linkedin.com/posts/philipp-mintchin-27b0b943_since-the-beginning-of-the-pandemic-in-2020-activity-7000407838200147968-vFMO/,Series B,2023-01-18T23:20:51.000Z,United Kingdom,34,
Capitolis,New York City,Finance,,0.25,2022-11-18T00:00:00.000Z,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,Series D,2022-12-15T02:14:54.000Z,United States,281,
Kavak,"Sao Paulo,Non-U.S.",Transportation,,,2022-11-18T00:00:00.000Z,https://businessinsider.mx/kavak-despidos-compra-autos-crisis_negocios/,Series E,2022-11-20T00:03:44.000Z,Brazil,1600,
Metaplex,Chicago,Crypto,,,2022-11-18T00:00:00.000Z,https://ambcrypto.com/solana-nft-protocol-metaplex-announces-layoffs-after-ftxs-collapse/,Unknown,2022-11-20T00:01:42.000Z,United States,,
Ruangguru,"Jakarta,Non-U.S.",Education,,,2022-11-18T00:00:00.000Z,https://www.techinasia.com/ruangguru-lays-hundreds-employees,Unknown,2022-11-21T05:53:59.000Z,Indonesia,205,
StoryBlocks,Washington D.C.,Media,,0.25,2022-11-18T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6999412858606256129/,Acquired,2022-11-19T23:57:34.000Z,United States,18,
Unchained Capital,Austin,Crypto,,0.15,2022-11-18T00:00:00.000Z,https://unchained.com/blog/update-from-our-ceo/,Series A,2023-01-24T05:21:07.000Z,United States,33,
Roku,SF Bay Area,Media,200,0.07,2022-11-17T00:00:00.000Z,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,Post-IPO,2022-11-17T17:12:59.000Z,United States,208,
Orchard,New York City,Real Estate,180,,2022-11-17T00:00:00.000Z,https://www.inman.com/2022/11/17/orchard-lays-off-180-workers-amid-historic-housing-disruption/,Series D,2022-11-18T05:15:08.000Z,United States,472,
Homepoint,Phoenix,Real Estate,113,,2022-11-17T00:00:00.000Z,https://www.bizjournals.com/phoenix/news/2022/11/17/homepoint-laying-off-az-employees-interest-rates.html,Post-IPO,2022-11-19T23:33:13.000Z,United States,,
Juni,"Gothenburg,Non-U.S.",Finance,72,0.33,2022-11-17T00:00:00.000Z,https://www.finextra.com/newsarticle/41340/juni-joins-fintech-bloodbath-lays-off-a-third-of-staff,Unknown,2022-11-19T23:28:55.000Z,Sweden,281,
Chili Piper,New York City,Sales,58,,2022-11-17T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,Series B,2022-11-17T21:34:39.000Z,United States,54,https://docs.google.com/spreadsheets/d/1h16hlI3T2ek7azpVJlNl6Z0da-pTNiIkmwyp0HzXh0Q/edit#gid=0
Capitolis,New York City,Finance,37,0.25,2022-11-17T00:00:00.000Z,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,Series D,2022-11-18T05:18:34.000Z,United States,281,
TealBook,"Toronto,Non-U.S.",Other,34,0.19,2022-11-17T00:00:00.000Z,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,Series B,2022-11-17T17:26:04.000Z,Canada,73,
Koho,"Toronto,Non-U.S.",Finance,15,0.04,2022-11-17T00:00:00.000Z,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,Series D,2022-11-20T00:17:18.000Z,Canada,278,
&Open,"Dublin,Non-U.S.",Marketing,9,0.09,2022-11-17T00:00:00.000Z,https://www.irishtimes.com/technology/2022/11/17/gifting-platform-open-to-cut-nine-roles-from-global-workforce/,Series A,2022-12-01T06:17:41.000Z,Ireland,35,
Kandji,San Diego,Other,,0.17,2022-11-17T00:00:00.000Z,Internal memo,Series C,2022-11-19T23:51:59.000Z,United States,188,
Morning Brew,New York City,Media,,0.14,2022-11-17T00:00:00.000Z,https://twitter.com/maxwelltani/status/1593236660627861504,Acquired,2022-11-19T23:32:15.000Z,United States,,
Symend,"Calgary,Non-U.S.",Other,,0.13,2022-11-17T00:00:00.000Z,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,Series C,2022-11-17T17:25:06.000Z,Canada,148,
Amazon,Seattle,Retail,10000,0.03,2022-11-16T00:00:00.000Z,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,Post-IPO,2022-11-16T17:40:58.000Z,United States,108,https://docs.google.com/spreadsheets/d/1f0QvaM9dwPYkcE8F_iyuH_Yd1k3PhaE76YSOUlftxpw/edit#gid=0
Cisco,SF Bay Area,Infrastructure,4100,0.05,2022-11-16T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,Post-IPO,2022-11-17T17:15:04.000Z,United States,2,
Twiga,"Nairobi,Non-U.S.",Food,211,0.21,2022-11-16T00:00:00.000Z,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,Series C,2022-11-30T06:02:41.000Z,Kenya,157,
Wayflyer,"Dublin,Non-U.S.",Marketing,200,0.4,2022-11-16T00:00:00.000Z,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,Unknown,2022-11-17T00:29:46.000Z,Ireland,889,
SimilarWeb,New York City,Other,120,0.1,2022-11-16T00:00:00.000Z,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,Post-IPO,2022-11-17T04:16:20.000Z,United States,235,
Salsify,Boston,Retail,90,0.11,2022-11-16T00:00:00.000Z,https://www.bizjournals.com/boston/inno/stories/news/2022/11/16/salsify-layoffs-2022.html,Series F,2022-11-17T00:32:56.000Z,United States,452,
Lokalise,Dover,Other,76,0.23,2022-11-16T00:00:00.000Z,https://lokalise.com/blog/changes-at-lokalise/,Series B,2022-11-17T04:19:10.000Z,United States,56,
Yotpo,New York City,Marketing,70,0.09,2022-11-16T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hy00chefus,Unknown,2022-11-17T17:19:30.000Z,United States,436,
Pear Therapeutics,Boston,Healthcare,59,0.22,2022-11-16T00:00:00.000Z,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,Post-IPO,2022-12-11T06:17:19.000Z,United States,409,
D2L,"Waterloo,Non-U.S.",Education,,0.05,2022-11-16T00:00:00.000Z,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,Post-IPO,2022-11-17T02:45:04.000Z,Canada,168,https://docs.google.com/spreadsheets/d/1ZznLpFRu-c3248tr3oyQRb15r0rW6anuLFipNPA27tk/edit#gid=27622024
Dance,"Berlin,Non-U.S.",Transportation,,0.16,2022-11-16T00:00:00.000Z,https://www.linkedin.com/feed/update/activity:6998722842930356225/,Unknown,2022-11-17T04:18:04.000Z,Germany,63,
Homeward,Austin,Real Estate,,0.25,2022-11-16T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6998764085748101121/,Unknown,2022-11-19T23:55:01.000Z,United States,501,
Hopin,"London,Non-U.S.",Other,,0.17,2022-11-16T00:00:00.000Z,https://www.exhibitionworld.co.uk/hopin-announces-new-layoffs-and-a-transformation-with-new-product-launches,Series D,2022-11-17T01:00:45.000Z,United Kingdom,1000,https://hopin.softr.app/
Infogrid,"London,Non-U.S.",Other,,,2022-11-16T00:00:00.000Z,https://www.infogrid.io/blog/a-letter-from-infogrids-ceo-will,Series A,2022-12-03T05:15:07.000Z,United Kingdom,15,
Kite,SF Bay Area,Product,,1,2022-11-16T00:00:00.000Z,https://www.kite.com/blog/product/kite-is-saying-farewell/,Series A,2022-11-25T04:06:03.000Z,United States,21,
UiPath,New York City,Data,241,0.06,2022-11-15T00:00:00.000Z,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,Post-IPO,2022-11-17T00:00:16.000Z,United States,2000,
Asana,SF Bay Area,Other,180,0.09,2022-11-15T00:00:00.000Z,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,Post-IPO,2022-11-15T16:36:21.000Z,United States,453,
OwnBackup,New York City,Security,170,0.17,2022-11-15T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/h12tcmbuj,Series E,2022-11-17T00:15:22.000Z,United States,507,
Deliveroo Australia,"Melbourne,Victoria",Food,120,1,2022-11-15T00:00:00.000Z,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,Post-IPO,2022-11-17T17:09:00.000Z,Australia,1700,
Productboard,SF Bay Area,Product,100,0.2,2022-11-15T00:00:00.000Z,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,Series D,2022-11-17T00:25:16.000Z,United States,,
Properly,"Toronto,Non-U.S.",Real Estate,71,,2022-11-15T00:00:00.000Z,https://inside.properly.ca/important-changes-to-the-properly-team-3c2d04191dd6,Series B,2022-11-17T00:21:03.000Z,Canada,154,
Protocol,SF Bay Area,Media,60,1,2022-11-15T00:00:00.000Z,https://www.cnn.com/2022/11/15/media/protocol/index.html,Acquired,2022-11-15T18:19:53.000Z,United States,,
Jimdo,"Hamburg,Non-U.S.",Other,50,0.16,2022-11-15T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/entlassungswelle-jimdo-november/,Unknown,2022-11-17T00:05:36.000Z,Germany,28,
The Zebra,Austin,Finance,50,,2022-11-15T00:00:00.000Z,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,Series D,2022-11-17T00:19:19.000Z,United States,256,
Viber,"Luxembourg,Non-U.S.",Consumer,45,0.08,2022-11-15T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hyy6fhwlo,Acquired,2022-11-17T00:16:50.000Z,Luxembourg,,
CaptivateIQ,SF Bay Area,Sales,31,0.1,2022-11-15T00:00:00.000Z,Internal memo,Series C,2022-11-17T00:40:50.000Z,United States,164,
Apollo Insurance,"Vancouver,Non-U.S.",Finance,,0.25,2022-11-15T00:00:00.000Z,https://www.insurancebusinessmag.com/ca/news/breaking-news/apollo-insurance-makes-layoffs-427596.aspx,Series B,2022-11-20T00:15:00.000Z,Canada,11,
Nirvana Money,Miami,Finance,,1,2022-11-15T00:00:00.000Z,https://twitter.com/_Liso_/status/1592561040898019328,Unknown,2022-11-16T00:08:40.000Z,United States,,https://docs.google.com/spreadsheets/d/1lfYAVNzpQaYteMqtKGzqHqHxRF0E2lNMrQGj_bfBR4M/edit#gid=0
